class	slot	slot_schema
read QC analysis activity	input base count	https://microbiomedata/schema/workflow_execution_activity
read QC analysis activity	output read count	https://microbiomedata/schema/workflow_execution_activity
read QC analysis activity	output base count	https://microbiomedata/schema/workflow_execution_activity
read QC analysis activity	execution resource	https://microbiomedata/schema/core
read QC analysis activity	git url	https://microbiomedata/schema/core
read QC analysis activity	has input	https://microbiomedata/schema/core
read QC analysis activity	has output	https://microbiomedata/schema/core
read QC analysis activity	part of	https://microbiomedata/schema/core
read QC analysis activity	type	https://microbiomedata/schema/basic_slots
read QC analysis activity	id	https://microbiomedata/schema/basic_slots
read QC analysis activity	name	https://microbiomedata/schema/basic_slots
read QC analysis activity	started at time	https://microbiomedata/schema/prov
read QC analysis activity	ended at time	https://microbiomedata/schema/prov
read QC analysis activity	was informed by	https://microbiomedata/schema/prov
read QC analysis activity	was associated with	https://microbiomedata/schema/prov
read QC analysis activity	used	https://microbiomedata/schema/prov
read based analysis activity	execution resource	https://microbiomedata/schema/core
read based analysis activity	git url	https://microbiomedata/schema/core
read based analysis activity	has input	https://microbiomedata/schema/core
read based analysis activity	has output	https://microbiomedata/schema/core
read based analysis activity	part of	https://microbiomedata/schema/core
read based analysis activity	type	https://microbiomedata/schema/basic_slots
read based analysis activity	id	https://microbiomedata/schema/basic_slots
read based analysis activity	name	https://microbiomedata/schema/basic_slots
read based analysis activity	started at time	https://microbiomedata/schema/prov
read based analysis activity	ended at time	https://microbiomedata/schema/prov
read based analysis activity	was informed by	https://microbiomedata/schema/prov
read based analysis activity	was associated with	https://microbiomedata/schema/prov
read based analysis activity	used	https://microbiomedata/schema/prov
study	ecosystem	https://microbiomedata/schema
study	ecosystem_category	https://microbiomedata/schema
study	ecosystem_type	https://microbiomedata/schema
study	ecosystem_subtype	https://microbiomedata/schema
study	specific_ecosystem	https://microbiomedata/schema
study	principal investigator	https://microbiomedata/schema
study	doi	https://microbiomedata/schema
study	title	https://microbiomedata/schema/basic_slots
study	alternative titles	https://microbiomedata/schema/basic_slots
study	alternative descriptions	https://microbiomedata/schema/basic_slots
study	alternative names	https://microbiomedata/schema/basic_slots
study	abstract	https://microbiomedata/schema/core
study	objective	https://microbiomedata/schema/core
study	websites	https://microbiomedata/schema/core
study	publications	https://microbiomedata/schema/core
study	ess dive datasets	https://microbiomedata/schema
study	type	https://microbiomedata/schema/basic_slots
study	relevant protocols	https://microbiomedata/schema
study	funding sources	https://microbiomedata/schema
study	INSDC bioproject identifiers	https://microbiomedata/schema/external_identifiers
study	INSDC SRA ENA study identifiers	https://microbiomedata/schema/external_identifiers
study	GOLD study identifiers	https://microbiomedata/schema/external_identifiers
study	MGnify project identifiers	https://microbiomedata/schema/external_identifiers
study	has credit associations	https://microbiomedata/schema
study	study image	https://microbiomedata/schema
study	id	https://microbiomedata/schema/basic_slots
study	name	https://microbiomedata/schema/basic_slots
study	description	https://microbiomedata/schema/basic_slots
study	alternative identifiers	https://microbiomedata/schema/basic_slots
text value	language	https://microbiomedata/schema/core
text value	has raw value	https://microbiomedata/schema/core
text value	was generated by	https://microbiomedata/schema/prov
timestamp value	has raw value	https://microbiomedata/schema/core
timestamp value	was generated by	https://microbiomedata/schema/prov
url value	has raw value	https://microbiomedata/schema/core
url value	was generated by	https://microbiomedata/schema/prov
workflow execution activity	execution resource	https://microbiomedata/schema/core
workflow execution activity	git url	https://microbiomedata/schema/core
workflow execution activity	has input	https://microbiomedata/schema/core
workflow execution activity	has output	https://microbiomedata/schema/core
workflow execution activity	part of	https://microbiomedata/schema/core
workflow execution activity	type	https://microbiomedata/schema/basic_slots
workflow execution activity	id	https://microbiomedata/schema/basic_slots
workflow execution activity	name	https://microbiomedata/schema/basic_slots
workflow execution activity	started at time	https://microbiomedata/schema/prov
workflow execution activity	ended at time	https://microbiomedata/schema/prov
workflow execution activity	was informed by	https://microbiomedata/schema/prov
workflow execution activity	was associated with	https://microbiomedata/schema/prov
workflow execution activity	used	https://microbiomedata/schema/prov
