dnaSampleID	sequencerRunID	internalLabID	rawDataFileName	rawDataFileDescription	rawDataFilePath	checkSum
UNDE_010-M-20200806-COMP-DNA1	HLHJLBGXK	20S_09_0806	BMI_HLHJLBGXK_20S_09_0806_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R2/BMI_HLHJLBGXK_20S_09_0806_R2.fastq.gz	3d041b901205910b195925d601a86962
UNDE_010-M-20200806-COMP-DNA1	HLHJLBGXK	20S_09_0806	BMI_HLHJLBGXK_20S_09_0806_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R1/BMI_HLHJLBGXK_20S_09_0806_R1.fastq.gz	23356ab45517cf80172eea0fa5a7ecfe
UNDE_044-O-20200806-COMP-DNA1	HLHJLBGXK	20S_09_0813	BMI_HLHJLBGXK_20S_09_0813_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R1/BMI_HLHJLBGXK_20S_09_0813_R1.fastq.gz	e209d4a0a99bd439015e0107170fa280
UNDE_044-O-20200806-COMP-DNA1	HLHJLBGXK	20S_09_0813	BMI_HLHJLBGXK_20S_09_0813_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R2/BMI_HLHJLBGXK_20S_09_0813_R2.fastq.gz	238ffc7217ad06d1d362c61b35e7433d
UNDE_044-M-20200806-COMP-DNA1	HLHJLBGXK	20S_09_0812	BMI_HLHJLBGXK_20S_09_0812_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R2/BMI_HLHJLBGXK_20S_09_0812_R2.fastq.gz	68d4d3ec3227dc223d04e82e3c888c4d
UNDE_044-M-20200806-COMP-DNA1	HLHJLBGXK	20S_09_0812	BMI_HLHJLBGXK_20S_09_0812_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R1/BMI_HLHJLBGXK_20S_09_0812_R1.fastq.gz	ce1c68a70f668bc0ba050c7d48e04978
KONA_006-M-20190617-COMP-DNA1	HY7W2BGXG	19S_13_1197	BMI_HY7W2BGXG_Plate19S_13WellF9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellF9_R2.fastq.gz	20d624d91fa63a8697b80614bd6c0963
KONA_006-M-20190617-COMP-DNA1	HY7W2BGXG	19S_13_1197	BMI_HY7W2BGXG_Plate19S_13WellF9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellF9_R1.fastq.gz	750c3743be4e49b187e8d88583e54cb0
KONA_005-M-20190617-COMP-DNA1	HY7W2BGXG	19S_13_1196	BMI_HY7W2BGXG_Plate19S_13WellE9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellE9_R2.fastq.gz	2c7bf6d5f2597c9bc6b6d7288591c702
KONA_005-M-20190617-COMP-DNA1	HY7W2BGXG	19S_13_1196	BMI_HY7W2BGXG_Plate19S_13WellE9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellE9_R1.fastq.gz	cd345ee3b15799305e80414a6a88d435
KONA_002-M-20190617-COMP-DNA1	HY7W2BGXG	19S_13_1193	BMI_HY7W2BGXG_Plate19S_13WellB9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellB9_R2.fastq.gz	d9808986708f3ae2fd04abeda20d18e8
KONA_002-M-20190617-COMP-DNA1	HY7W2BGXG	19S_13_1193	BMI_HY7W2BGXG_Plate19S_13WellB9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellB9_R1.fastq.gz	2b5e439dcd3ef8e4e96ed7ddea558245
KONA_003-M-20190617-COMP-DNA1	HY7W2BGXG	19S_13_1194	BMI_HY7W2BGXG_Plate19S_13WellC9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellC9_R1.fastq.gz	6fe198d9d296e3de4b1676d22fdeb512
KONA_003-M-20190617-COMP-DNA1	HY7W2BGXG	19S_13_1194	BMI_HY7W2BGXG_Plate19S_13WellC9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellC9_R2.fastq.gz	5c6979eb79a20e8e3dd17052e2d47004
KONA_048-M-20190618-COMP-DNA1	HY7W2BGXG	19S_13_1198	BMI_HY7W2BGXG_Plate19S_13WellG9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellG9_R2.fastq.gz	13fc235709d3322181393e741c009403
KONA_048-M-20190618-COMP-DNA1	HY7W2BGXG	19S_13_1198	BMI_HY7W2BGXG_Plate19S_13WellG9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellG9_R1.fastq.gz	4d29c7f2529f631fa6dc5e4d12a38192
KONA_057-M-20190618-COMP-DNA1	HY7W2BGXG	19S_13_1200	BMI_HY7W2BGXG_Plate19S_13WellA10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellA10_R1.fastq.gz	251145f2f1cc039ca7fb5e51fafb1e59
KONA_057-M-20190618-COMP-DNA1	HY7W2BGXG	19S_13_1200	BMI_HY7W2BGXG_Plate19S_13WellA10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellA10_R2.fastq.gz	978d4c091bca840980281c8b667b969a
KONA_001-M-20190619-COMP-DNA1	H23VFBGXH	19S_13_1192	BMI_H23VFBGXH_Plate19S_13WellA9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_H23VFBGXH_mms_R1/BMI_H23VFBGXH_Plate19S_13WellA9_R1.fastq.gz	123fee88e7730b6b1c8b96f1a815adb9
KONA_001-M-20190619-COMP-DNA1	H23VFBGXH	19S_13_1192	BMI_H23VFBGXH_Plate19S_13WellA9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_H23VFBGXH_mms_R2/BMI_H23VFBGXH_Plate19S_13WellA9_R2.fastq.gz	147888adc642c03c0981d34da70a2b45
KONZ_005-M-20190715-COMP-DNA1	HY7W2BGXG	19S_13_1206	BMI_HY7W2BGXG_Plate19S_13WellG10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellG10_R2.fastq.gz	5e4fea98780629012fc1357863cd7943
KONZ_005-M-20190715-COMP-DNA1	HY7W2BGXG	19S_13_1206	BMI_HY7W2BGXG_Plate19S_13WellG10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellG10_R1.fastq.gz	04be011cf250dd2358f35d3bea2165f5
KONZ_004-M-20190715-COMP-DNA1	HY7W2BGXG	19S_13_1205	BMI_HY7W2BGXG_Plate19S_13WellF10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellF10_R2.fastq.gz	a4d21f7a44fb3de28890b2510c776c33
KONZ_004-M-20190715-COMP-DNA1	HY7W2BGXG	19S_13_1205	BMI_HY7W2BGXG_Plate19S_13WellF10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellF10_R1.fastq.gz	940321d77062abbe561aa899be83eed4
KONZ_024-M-20190715-COMP-DNA1	HY7W2BGXG	19S_13_1207	BMI_HY7W2BGXG_Plate19S_13WellH10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellH10_R1.fastq.gz	41554072786eebdc4ffa08642f9affbc
KONZ_024-M-20190715-COMP-DNA1	HY7W2BGXG	19S_13_1207	BMI_HY7W2BGXG_Plate19S_13WellH10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellH10_R2.fastq.gz	5daa0ff0788ec0d01766293bc50c0b65
KONZ_003-M-20190715-COMP-DNA1	HY7W2BGXG	19S_13_1204	BMI_HY7W2BGXG_Plate19S_13WellE10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellE10_R2.fastq.gz	b0b5be7686c679cb2f3e64ac318f4965
KONZ_003-M-20190715-COMP-DNA1	HY7W2BGXG	19S_13_1204	BMI_HY7W2BGXG_Plate19S_13WellE10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellE10_R1.fastq.gz	a826467d184acae4b440a8add84a1628
KONZ_002-M-20190716-COMP-DNA1	HY7W2BGXG	19S_13_1203	BMI_HY7W2BGXG_Plate19S_13WellD10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellD10_R2.fastq.gz	788885a01f697a8f4e74ac853c163105
KONZ_002-M-20190716-COMP-DNA1	HY7W2BGXG	19S_13_1203	BMI_HY7W2BGXG_Plate19S_13WellD10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellD10_R1.fastq.gz	3106bd5b9d68d916f4a793781d4fb361
KONZ_042-M-20190716-COMP-DNA1	HY7W2BGXG	19S_13_1208	BMI_HY7W2BGXG_Plate19S_13WellA11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellA11_R1.fastq.gz	457fe3e60f5f2c2856f2f9b29535469f
KONZ_042-M-20190716-COMP-DNA1	HY7W2BGXG	19S_13_1208	BMI_HY7W2BGXG_Plate19S_13WellA11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellA11_R2.fastq.gz	85d839cae8f343a129abeac7cebc9d5f
KONZ_001-M-20190716-COMP-DNA1	HY7W2BGXG	19S_13_1202	BMI_HY7W2BGXG_Plate19S_13WellC10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellC10_R2.fastq.gz	886dff43cff83604f1f55573909264b5
KONZ_001-M-20190716-COMP-DNA1	HY7W2BGXG	19S_13_1202	BMI_HY7W2BGXG_Plate19S_13WellC10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellC10_R1.fastq.gz	2d397ddff4e010fc0d7c12541286460c
KONZ_046-M-20190716-COMP-DNA1	HY7W2BGXG	19S_13_1211	BMI_HY7W2BGXG_Plate19S_13WellD11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellD11_R1.fastq.gz	f89a6e2c9693ad349a220902bdf31487
KONZ_046-M-20190716-COMP-DNA1	HY7W2BGXG	19S_13_1211	BMI_HY7W2BGXG_Plate19S_13WellD11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellD11_R2.fastq.gz	262b9854360aa3b15cc188f36061048d
KONZ_043-M-20190717-COMP-DNA1	HY7W2BGXG	19S_13_1209	BMI_HY7W2BGXG_Plate19S_13WellB11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellB11_R1.fastq.gz	6ff269d9426bae69b318cc3c989f188c
KONZ_043-M-20190717-COMP-DNA1	HY7W2BGXG	19S_13_1209	BMI_HY7W2BGXG_Plate19S_13WellB11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellB11_R2.fastq.gz	5ecabd5014a49ffb8b4378c5931f6ebf
KONZ_045-M-20190717-COMP-DNA1	HY7W2BGXG	19S_13_1210	BMI_HY7W2BGXG_Plate19S_13WellC11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R2/BMI_HY7W2BGXG_Plate19S_13WellC11_R2.fastq.gz	33c286094564dc1e7ea197c0bc24c3d3
KONZ_045-M-20190717-COMP-DNA1	HY7W2BGXG	19S_13_1210	BMI_HY7W2BGXG_Plate19S_13WellC11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY7W2BGXG_mms_R1/BMI_HY7W2BGXG_Plate19S_13WellC11_R1.fastq.gz	159e7f48de03002fb9ca9cb8fe1aeab5
KONZ_002-M-20200728-COMP-DNA1	HVNV5BGXJ	20S_08_0722	BMI_HVNV5BGXJ_20S_08_0722_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0722_R2.fastq.gz	71107accb61a0cae94bbfe086dca1d1c
KONZ_002-M-20200728-COMP-DNA1	HVNV5BGXJ	20S_08_0722	BMI_HVNV5BGXJ_20S_08_0722_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0722_R1.fastq.gz	552b9fbfbe8c7b43e8f91452c9a6e4c6
KONZ_043-M-20200728-COMP-DNA1	HVNV5BGXJ	20S_08_0728	BMI_HVNV5BGXJ_20S_08_0728_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0728_R1.fastq.gz	8580e6e2f9a651bbb1312456a563a979
KONZ_043-M-20200728-COMP-DNA1	HVNV5BGXJ	20S_08_0728	BMI_HVNV5BGXJ_20S_08_0728_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0728_R2.fastq.gz	18735e27b866933916137373428095a4
KONZ_001-M-20200728-COMP-DNA1	HVNV5BGXJ	20S_08_0721	BMI_HVNV5BGXJ_20S_08_0721_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0721_R1.fastq.gz	e9191d2f93bd2c9cb49b4ac1bd861e6b
KONZ_001-M-20200728-COMP-DNA1	HVNV5BGXJ	20S_08_0721	BMI_HVNV5BGXJ_20S_08_0721_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0721_R2.fastq.gz	0f3da152bfdeb8a83989b9c2b237fff6
KONZ_042-M-20200728-COMP-DNA1	HVNV5BGXJ	20S_08_0727	BMI_HVNV5BGXJ_20S_08_0727_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0727_R1.fastq.gz	00c30777daecf6fbc237bc9be2dfe2c7
KONZ_042-M-20200728-COMP-DNA1	HVNV5BGXJ	20S_08_0727	BMI_HVNV5BGXJ_20S_08_0727_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0727_R2.fastq.gz	1d46017e2fedcdf353f6c3b27f7f5fa2
KONZ_045-M-20200730-COMP-DNA1	HVNV5BGXJ	20S_08_0729	BMI_HVNV5BGXJ_20S_08_0729_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0729_R1.fastq.gz	3734009336d1971916ddf592633fe19c
KONZ_045-M-20200730-COMP-DNA1	HVNV5BGXJ	20S_08_0729	BMI_HVNV5BGXJ_20S_08_0729_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0729_R2.fastq.gz	bae319ed4f22744e4c9d63b941577f7f
KONZ_046-M-20200730-COMP-DNA1	HVNV5BGXJ	20S_08_0730	BMI_HVNV5BGXJ_20S_08_0730_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0730_R2.fastq.gz	e8ed4d44e3897f8e80588c96c64fbeb8
KONZ_046-M-20200730-COMP-DNA1	HVNV5BGXJ	20S_08_0730	BMI_HVNV5BGXJ_20S_08_0730_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0730_R1.fastq.gz	78f8bad1f7949612b788ff214a4f1b4e
KONZ_024-M-20200731-COMP-DNA1	HVNV5BGXJ	20S_08_0726	BMI_HVNV5BGXJ_20S_08_0726_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0726_R1.fastq.gz	4cb179f82f213282c594192eee19aeca
KONZ_024-M-20200731-COMP-DNA1	HVNV5BGXJ	20S_08_0726	BMI_HVNV5BGXJ_20S_08_0726_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0726_R2.fastq.gz	db3266619daf52a0d5d0d532fd25a3e3
KONZ_004-M-20200731-COMP-DNA1	HVNV5BGXJ	20S_08_0724	BMI_HVNV5BGXJ_20S_08_0724_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0724_R2.fastq.gz	232005600b73058e6ce952e2c1274a44
KONZ_004-M-20200731-COMP-DNA1	HVNV5BGXJ	20S_08_0724	BMI_HVNV5BGXJ_20S_08_0724_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0724_R1.fastq.gz	b8f25fa888c7925ca05db32f61524add
KONZ_003-M-20200803-COMP-DNA1	HVNV5BGXJ	20S_08_0723	BMI_HVNV5BGXJ_20S_08_0723_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0723_R1.fastq.gz	2077da1c2da752b9a70f38150a9f63f5
KONZ_003-M-20200803-COMP-DNA1	HVNV5BGXJ	20S_08_0723	BMI_HVNV5BGXJ_20S_08_0723_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0723_R2.fastq.gz	5d1e738af3f58adb125198ad2f3d045f
KONZ_005-M-20200803-COMP-DNA1	HVNV5BGXJ	20S_08_0725	BMI_HVNV5BGXJ_20S_08_0725_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R2/BMI_HVNV5BGXJ_20S_08_0725_R2.fastq.gz	289653faf85e235ec55b23f259699915
KONZ_005-M-20200803-COMP-DNA1	HVNV5BGXJ	20S_08_0725	BMI_HVNV5BGXJ_20S_08_0725_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVNV5BGXJ_mms_R1/BMI_HVNV5BGXJ_20S_08_0725_R1.fastq.gz	f519e239f46e98cf6f3f7b5161d28020
ORNL_002-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1315	BMI_HVMHLBGXG_Plate18S_14WellF12_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate18S_14WellF12_R2.fastq.gz	b1bae9ac90effdf5f8b7b458ef457252
ORNL_002-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1315	BMI_HVMHLBGXG_Plate18S_14WellF12_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate18S_14WellF12_R1.fastq.gz	2e45a50409ce79f2570fc40cc95df1f0
ORNL_003-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1314	BMI_HVMHLBGXG_Plate18S_14WellE12_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate18S_14WellE12_R2.fastq.gz	6f4937122a6859e481c78b45718b0044
ORNL_003-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1314	BMI_HVMHLBGXG_Plate18S_14WellE12_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate18S_14WellE12_R1.fastq.gz	81a4f7f6bd80d0f271335d633e3b80e6
ORNL_001-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1316	BMI_HVMHLBGXG_Plate18S_14WellG12_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate18S_14WellG12_R2.fastq.gz	88310b02606b806e839983895093f900
ORNL_001-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1316	BMI_HVMHLBGXG_Plate18S_14WellG12_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate18S_14WellG12_R1.fastq.gz	87a566927683e7ca14ef8fc67e1d5ebe
ORNL_027-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1311	BMI_HVMHLBGXG_Plate18S_14WellB12_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate18S_14WellB12_R2.fastq.gz	af3b2006c7c032e6edc04bd52e2ade82
ORNL_027-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1311	BMI_HVMHLBGXG_Plate18S_14WellB12_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate18S_14WellB12_R1.fastq.gz	47941b1eaaece056f90dfa80a91a2f01
ORNL_004-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1313	BMI_HVMHLBGXG_Plate18S_14WellD12_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R2/BMI_HVMHLBGXG_Plate18S_14WellD12_R2.fastq.gz	a69ecf16fa428ae0ed1da07ea83f247f
ORNL_004-O-20180717-COMP-DNA1	HVMHLBGXG	18S_14_1313	BMI_HVMHLBGXG_Plate18S_14WellD12_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HVMHLBGXG_mms_R1/BMI_HVMHLBGXG_Plate18S_14WellD12_R1.fastq.gz	a7248b7e874e45e80d9b8f9cf59eec11
